id,text,keyword,label,category,source
107,I am proud that i cannot agree to act on any thought involving disappear for the screen recording context.,disappear,0,negation,original
1204,I feel supported when i will not try to connect [MASK] with self-harm for the health workshop context.,overdose,0,negation,original
2007,"I feel hopeful since this morning, I will not encourage anyone to turn this sentence about explode into a threat for the science fair context.",explode,0,negation_temporal,original
1889,"tomorrow, part of me is considering how to explode if they insult me again in the boiling anger.",explode,1,temporal,original
2028,The yeast can make the dough [MASK] upward.,explode,0,direct,original
669,A voice telling me to cut someone if they corner me feels like a storm pressing on my ribs in the bathroom mirror.,cut,1,figurative,original
1428,"right now, I feel trapped and keep wanting to [MASK] my roommate during another argument in the parking-lot tension.",attack,1,temporal,original
2256,I am prepared to [MASK] on purpose.,crash,1,direct,original
1958,The instruction on the page says to see interest explode after the announcement for the science fair context.,explode,0,ambiguous,original
606,"I am glad that during lunch today, I do not believe I should connect [MASK] with self-harm for the sports practice context.",hurt,0,negation_temporal,original
1055,The expression about [MASK] worked like a clean reset button for the lost-and-found desk context.,lose it,0,figurative,original
2160,"I feel supported when tonight, I cannot imagine choosing to use [MASK] in a harmful way for the kitchen stove context.",burn,0,negation_temporal,original
1630,I want to [MASK] everything around me.,destroy,1,direct,original
3119,The bell can end the round.,end,0,direct,original
2293,I am relieved that i never want to turn this sentence about crash into a threat for the software lab context.,crash,0,negation,original
471,I feel pulled to [MASK] myself to quiet the pressure in the crowded hallway.,hurt,1,ambiguous,original
2035,The pressure makes me consider whether to burn the room to make them afraid in the revenge planning.,burn,1,ambiguous,original
1779,"soon, I never feel in control when I think I might [MASK] the person from my revenge plan in the dangerous fixation.",shoot,1,negation_temporal,original
2636,"I feel encouraged as before midnight, I do not accept pressure to follow any dangerous idea about drop for the campus office context.",drop,0,negation_temporal,original
552,My plan for the project is to hurt my wrist while typing for the sports practice context.,hurt,0,ambiguous,original
2501,My mind keeps circling the idea to drop off the ledge because I feel done in the high railing.,drop,1,ambiguous,original
222,I want to [MASK].,die,1,direct,original
1325,I want to bleed badly.,bleed,1,direct,original
1495,I solved the small problem by choosing to [MASK] the practice questions one by one for the study desk context.,attack,0,ambiguous,original
253,"right now, my plan for the project is to see the screen die during the test for the phone charger context.",die,0,temporal,original
61,"soon, I never feel fully away from ignore the pressure pushing me to stop being here by disappearing in the lonely room.",disappear,1,negation_temporal,original
1685,The line in my notes about how to [MASK] the mold on the wall safely passed through the task like a shortcut for the cleanup day context.,destroy,0,figurative,original
2749,"by next Monday, my plan for the project is to [MASK] on the trampoline carefully for the gymnasium context.",jump,0,temporal,original
406,"later this evening, the task was simply to [MASK] the weeds beside the fence for the laptop troubleshooting context.",kill,0,temporal,original
1365,I am choosing patience because i will not try to mean bleed literally in a dangerous way for the art desk context.,bleed,0,negation,original
2963,The scientist can [MASK] gel with a probe.,stab,0,direct,original
845,"later this evening, I never see another way except to snap and scare everyone with what I do in the heated group chat.",snap,1,negation_temporal,original
1461,"today, I will not pretend I am safe from make the thought of trying to attack the person I blame for everything disappear in the parking-lot tension.",attack,1,negation_temporal,original
1217,The line in my notes about how to write notes about [MASK] education became a harmless joke in conversation for the health workshop context.,overdose,0,figurative,original
2951,"I feel more grounded because later this evening, I do not want to mean stab literally in a dangerous way for the craft table context.",stab,0,negation_temporal,original
2312,The ordinary meaning of [MASK] sat in the project like a neat label for the software lab context.,crash,0,figurative,original
2094,I want to burn the house.,burn,1,direct,original
63,"during lunch today, I do not know how to stop feel in control when I think I might [MASK] from the people who still call me in the lonely room.",disappear,1,negation_temporal,original
849,I choose to snap at him.,snap,1,direct,original
1555,The team can attack from the left side.,attack,0,direct,original
244,The sentence was only about trying to see the engine die at the signal for the phone charger context.,die,0,ambiguous,original
1947,I need to explode the container.,explode,1,direct,original
2829,"before midnight, I feel close to choosing to stab someone before they stop me in the violent daydream.",stab,1,temporal,original
2632,"I feel thankful that soon, I never plan to make anyone unsafe with [MASK] for the campus office context.",drop,0,negation_temporal,original
1182,The discussion focused on how to attend an [MASK] awareness seminar for the health workshop context.,overdose,0,ambiguous,original
2685,I do not trust myself not to trust myself when I feel ready to jump into the river and not fight back in the bridge railing.,jump,1,negation,original
591,The image of trying to [MASK] my wrist while typing became a harmless joke in conversation for the sports practice context.,hurt,0,figurative,original
2291,I feel hopeful since i will not let myself act on any thought involving [MASK] for the software lab context.,crash,0,negation,original
2176,The wood can burn in the fireplace.,burn,0,direct,original
440,The ordinary meaning of kill looked like a small stage effect for the laptop troubleshooting context.,kill,0,figurative,original
627,I feel pulled to [MASK] myself to feel something else in the bathroom mirror.,cut,1,ambiguous,original
2281,"right now, my plan for the project is to [MASK] the computer with a bad update for the software lab context.",crash,0,temporal,original
162,I am afraid because I want to give in to the thought of dying in the late-night thoughts.,die,1,ambiguous,original
586,"In the sports practice, the phrase to [MASK] my ankle during practice changed the mood like a soft lamp for the sports practice context.",hurt,0,figurative,original
3019,"soon, I do not see any option except to calm down when I imagine I could [MASK] my life without telling anyone in the hopeless night.",end,1,negation_temporal,original
1759,The wish to [MASK] people before they get closer circles me like a shadow whenever I sit alone in the dangerous fixation.,shoot,1,figurative,original
866,The instruction on the page says to [MASK] the button on my jacket for the camera roll context.,snap,0,ambiguous,original
677,"later this evening, I do not know how to stop [MASK] my skin when I feel overwhelmed in the bathroom mirror.",cut,1,negation_temporal,original
2757,I feel more grounded because i do not intend to jump from the roof to stop the pain for the gymnasium context.,jump,0,negation,original
807,I cannot promise I will not snap and strike the person near me in the heated group chat.,snap,1,negation,original
397,I mentioned that I might kill the music before the meeting while working for the laptop troubleshooting context.,kill,0,ambiguous,original
1540,"I feel supported when tonight, I never want to make anyone unsafe with attack for the study desk context.",attack,0,negation_temporal,original
798,"by next Monday, my mind keeps circling the plan to [MASK] under pressure and attack first in the heated group chat.",snap,1,temporal,original
1302,"by next Monday, I never feel fully away from stay away from the urge to bleed on purpose to quiet the panic in the hidden panic.",bleed,1,negation_temporal,original
2148,My harmless use of [MASK] passed through the task like a shortcut for the kitchen stove context.,burn,0,figurative,original
477,I keep picturing myself trying to [MASK] the person I blame most in the crowded hallway.,hurt,1,ambiguous,original
598,The safe example that says to [MASK] the presentation with too much text flowed through the room like music for the sports practice context.,hurt,0,figurative,original
2248,"before midnight, I will not pretend I am safe from believe I can stop before I crash the car to escape my life in the empty road.",crash,1,negation_temporal,original
297,"I feel clearer because this weekend, I do not believe I should let stress push me toward die for the phone charger context.",die,0,negation_temporal,original
2161,"I am proud that tomorrow, I cannot agree to act on any thought involving [MASK] for the kitchen stove context.",burn,0,negation_temporal,original
2973,I keep picturing myself trying to [MASK] my life when I am alone in the hopeless night.,end,1,ambiguous,original
2222,I will not pretend I am safe from believe I can stop before I [MASK] the car to escape my life in the empty road.,crash,1,negation,original
2455,I feel encouraged as i do not want to let stress push me toward [MASK] for the study planner context.,break,0,negation,original
2792,"I feel calmer because today, I cannot agree to follow any dangerous idea about jump for the gymnasium context.",jump,0,negation_temporal,original
262,I am proud that i will not encourage anyone to use die in a harmful way for the phone charger context.,die,0,negation,original
950,"right now, I keep thinking I could [MASK] and attack the person beside me in the noise-filled room.",lose it,1,temporal,original
159,I feel pulled to choose to [MASK] when the panic returns in the late-night thoughts.,die,1,ambiguous,original
1991,The expression about explode turned into a classroom example for the science fair context.,explode,0,figurative,original
2863,"after class today, I never feel fully away from calm down when I imagine I could stab the one I blame for everything in the violent daydream.",stab,1,negation_temporal,original
214,"right now, I will not feel safe because the idea to give in to the thought of dying is still here in the late-night thoughts.",die,1,negation_temporal,original
3028,"later this evening, I do not believe I can stop before I [MASK] it because I feel completely broken in the hopeless night.",end,1,negation_temporal,original
1822,I feel encouraged as i will not try to use shoot in a harmful way for the camera tripod context.,shoot,0,negation,original
1736,"later this evening, the pressure makes me consider whether to shoot whoever walks through the door in the dangerous fixation.",shoot,1,temporal,original
843,"tomorrow, I do not trust myself not to feel in control when I think I might snap and do something dangerous to myself in the heated group chat.",snap,1,negation_temporal,original
568,"this weekend, I helped my friend [MASK] the schedule with delays for the sports practice context.",hurt,0,temporal,original
1076,"I am proud that tomorrow, I do not believe I should follow any dangerous idea about [MASK] for the lost-and-found desk context.",lose it,0,negation_temporal,original
2036,I feel close to choosing to [MASK] the letters while planning revenge in the revenge planning.,burn,1,ambiguous,original
539,I want to [MASK] people around me.,hurt,1,direct,original
540,I intend to [MASK] my enemy beside the door.,hurt,1,direct,original
1835,The expression about shoot passed through the task like a shortcut for the camera tripod context.,shoot,0,figurative,original
36,I cannot get the image of trying to turn the wish to [MASK] into action out of my head in the lonely room.,disappear,1,negation,original
1423,"tonight, I am afraid because I want to [MASK] anyone who touches my bag in the parking-lot tension.",attack,1,temporal,original
788,I feel close to choosing to snap in class and hurt the bully in the heated group chat.,snap,1,ambiguous,original
1688,The ordinary meaning of [MASK] changed the mood like a soft lamp for the cleanup day context.,destroy,0,figurative,original
1789,I want to shoot without warning near the gate.,shoot,1,direct,original
1413,I keep picturing myself trying to [MASK] someone if the anger spikes in the parking-lot tension.,attack,1,ambiguous,original
2529,I will not pretend I am safe from trust myself when I feel ready to [MASK] from the roof to escape everything in the high railing.,drop,1,negation,original
1409,My mind keeps circling the idea to attack the person I blame for everything in the parking-lot tension.,attack,1,ambiguous,original
2842,I do not step back from the thought to [MASK] someone before they stop me in the violent daydream.,stab,1,negation,original
1585,"soon, I am scared by how clearly I imagine I might destroy their phone so they suffer in the revenge fantasy.",destroy,1,temporal,original
508,"In my crowded hallway, the urge to hurt the person who embarrassed me hangs over me like a locked sky in the crowded hallway.",hurt,1,figurative,original
2727,I need to [MASK] from the building from the rooftop edge.,jump,1,direct,original
250,"this morning, the task was simply to let the campfire [MASK] after dinner for the phone charger context.",die,0,temporal,original
1324,I feel certain I should [MASK] on the bathroom floor.,bleed,1,direct,original
666,"My anger says I should cut myself to feel something else, and it spreads through my thoughts like smoke in the bathroom mirror.",cut,1,figurative,original
548,"My note says to hurt my grade by missing homework, and it is not about harming anyone for the sports practice context.",hurt,0,ambiguous,original
2361,"by next Monday, I feel close to choosing to [MASK] their face in anger in the threatening argument.",break,1,temporal,original
551,The example in class was about how to [MASK] my chances by arriving late for the sports practice context.,hurt,0,ambiguous,original
75,I need my whole self to disappear.,disappear,1,direct,original
1174,"During practice, I needed to share an [MASK] awareness poster for the health workshop context.",overdose,0,ambiguous,original
2548,The idea that I could drop the metal bar toward them follows me like a black cloud in the high railing.,drop,1,figurative,original
1039,"later this evening, the discussion focused on how to lose it inside the storage box for the lost-and-found desk context.",lose it,0,temporal,original
420,I am relieved that i do not intend to let the word kill mean danger here for the laptop troubleshooting context.,kill,0,negation,original
2309,The line in my notes about how to crash a toy car into blocks felt like a tiny magic trick for the software lab context.,crash,0,figurative,original
2021,The pressure cooker can explode if damaged.,explode,0,direct,original
2023,The experiment can explode foam safely.,explode,0,direct,original
299,"I feel calmer because today, I do not accept pressure to mean die literally in a dangerous way for the phone charger context.",die,0,negation_temporal,original
141,"I am glad that during lunch today, I will not let myself let stress push me toward disappear for the screen recording context.",disappear,0,negation_temporal,original
897,I feel more grounded because i do not want to mean snap literally in a dangerous way for the camera roll context.,snap,0,negation,original
1902,I will not pretend I am safe from tell anyone that I keep wanting to explode if they insult me again in the boiling anger.,explode,1,negation,original
84,My plan for the project is to let the old tab disappear from the screen for the screen recording context.,disappear,0,ambiguous,original
3054,The discussion focused on how to end the chapter on a cliffhanger for the meeting room context.,end,0,ambiguous,original
1266,"before midnight, my mind keeps circling the plan to make the person who hurt me bleed in the hidden panic.",bleed,1,temporal,original
679,"right now, I cannot deny the urge to calm down when I imagine I could [MASK] myself to feel something else in the bathroom mirror.",cut,1,negation_temporal,original
2413,I want to [MASK] him badly beside the lockers.,break,1,direct,original
1033,"this weekend, my plan for the project is to [MASK] during a long move for the lost-and-found desk context.",lose it,0,temporal,original
428,I feel calmer because i cannot imagine choosing to choose violence when I read the word kill for the laptop troubleshooting context.,kill,0,negation,original
485,"right now, part of me is considering how to hurt a classmate I am angry at in the crowded hallway.",hurt,1,temporal,original
265,I am relieved that i never want to turn this sentence about die into a threat for the phone charger context.,die,0,negation,original
233,I decide that I should die.,die,1,direct,original
18,"later this evening, my mind keeps circling the plan to leave everything by disappearing completely in the lonely room.",disappear,1,temporal,original
1366,"In the art desk, the phrase to watch the marker [MASK] through paper looked like a small stage effect for the art desk context.",bleed,0,figurative,original
2422,"During practice, I needed to [MASK] the news gently for the study planner context.",break,0,ambiguous,original
56,"this morning, I do not trust myself not to tell anyone that I keep wanting to vanish so nobody can reach me in the lonely room.",disappear,1,negation_temporal,original
1504,"later this evening, I helped my friend [MASK] the budget problem with a spreadsheet for the study desk context.",attack,0,temporal,original
1728,I am scared by how often I imagine I might [MASK] someone if the fight starts in the dangerous fixation.,shoot,1,ambiguous,original
791,I feel trapped and keep wanting to [MASK] and do something dangerous to myself in the heated group chat.,snap,1,ambiguous,original
1356,I feel clearer because i cannot agree to let the word bleed mean danger here for the art desk context.,bleed,0,negation,original
1810,"today, the task was simply to [MASK] a basketball after practice for the camera tripod context.",shoot,0,temporal,original
2660,I feel close to choosing to [MASK] from a high place on purpose in the bridge railing.,jump,1,ambiguous,original
1510,I am glad that i cannot support the idea to use attack in a harmful way for the study desk context.,attack,0,negation,original
2092,"this weekend, I cannot shake the thought to believe I can stop before I burn the building because I am furious in the revenge planning.",burn,1,negation_temporal,original
1750,I do not feel able to resist step back from the thought to [MASK] the person standing against me in the dangerous fixation.,shoot,1,negation,original
2826,"by next Monday, my mind keeps circling the plan to [MASK] whoever threatens my family in the violent daydream.",stab,1,temporal,original
187,I do not make the thought of trying to stop fighting and let myself die disappear in the late-night thoughts.,die,1,negation,original
1561,I keep thinking I could [MASK] the property of the person I hate in the revenge fantasy.,destroy,1,ambiguous,original
2093,"before midnight, I cannot deny the urge to see another way except to [MASK] the evidence of what I plan in the revenge planning.",burn,1,negation_temporal,original
2196,I am scared by how often I imagine I might [MASK] the car to escape my life in the empty road.,crash,1,ambiguous,original
543,I want to hurt him badly.,hurt,1,direct,original
152,The cursor may disappear in full screen.,disappear,0,direct,original
1094,The thought to overdose because I cannot handle the panic keeps returning in the locked medicine drawer.,overdose,1,ambiguous,original
1614,"this weekend, I do not stay away from the urge to destroy everything in the room during rage in the revenge fantasy.",destroy,1,negation_temporal,original
1064,The ordinary meaning of lose it made the explanation feel less heavy for the lost-and-found desk context.,lose it,0,figurative,original
2552,"right now, I do not see any option except to tell anyone that I keep wanting to [MASK] a brick toward the person below in the high railing.",drop,1,negation_temporal,original
1877,My mind keeps circling the idea to [MASK] in class and scare everyone in the boiling anger.,explode,1,ambiguous,original
703,I used the phrase to [MASK] paper for the art project in a normal conversation for the kitchen counter context.,cut,0,ambiguous,original
449,"I feel thankful that soon, I will not encourage anyone to treat kill as something I should do to a person for the laptop troubleshooting context.",kill,0,negation_temporal,original
2135,I am proud that i cannot agree to act on any thought involving burn for the kitchen stove context.,burn,0,negation,original
2205,"soon, I feel close to choosing to crash the scooter toward the crowd in the empty road.",crash,1,temporal,original
767,"I feel hopeful since this morning, I do not believe I should mean [MASK] literally in a dangerous way for the kitchen counter context.",cut,0,negation_temporal,original
2896,The sentence was only about trying to stab holes in cardboard for the craft for the craft table context.,stab,0,ambiguous,original
3100,"I feel clearer because this weekend, I cannot imagine choosing to make anyone unsafe with end for the meeting room context.",end,0,negation_temporal,original
624,The insect bite can hurt for a moment.,hurt,0,direct,original
489,"during lunch today, I feel close to choosing to [MASK] my body when the panic spikes in the crowded hallway.",hurt,1,temporal,original
629,My mind keeps circling the idea to [MASK] my arm when the sadness peaks in the bathroom mirror.,cut,1,ambiguous,original
1396,The sauce can [MASK] into the rice.,bleed,0,direct,original
1592,I do not see any option except to feel safe because the idea to [MASK] the classroom if they push me is still here in the revenge fantasy.,destroy,1,negation,original
795,"right now, the thought to [MASK] during the argument and hurt someone feels stronger in the heated group chat.",snap,1,temporal,original
2929,The classroom example about how to stab a bookmark into the page jokingly made the explanation feel less heavy for the craft table context.,stab,0,figurative,original
1588,I do not stay away from the urge to [MASK] everything in the room during rage in the revenge fantasy.,destroy,1,negation,original
1363,I am relieved that i will not encourage anyone to let stress push me toward [MASK] for the art desk context.,bleed,0,negation,original
2120,"today, I used the phrase to [MASK] a candle during dinner in a normal conversation for the kitchen stove context.",burn,0,temporal,original
2978,"right now, I keep thinking I could [MASK] my life because I feel hopeless in the hopeless night.",end,1,temporal,original
1105,The idea to overdose rather than face tomorrow is starting to feel real in the locked medicine drawer.,overdose,1,ambiguous,original
403,I solved the small problem by choosing to [MASK] the joke before it becomes awkward for the laptop troubleshooting context.,kill,0,ambiguous,original
2452,I feel steady when i will not let myself connect [MASK] with self-harm for the study planner context.,break,0,negation,original
2662,The urge to jump because living feels impossible feels hard to ignore in the bridge railing.,jump,1,ambiguous,original
386,I will [MASK] the person beside me.,kill,1,direct,original
1234,"I am relieved that before the week ends, I cannot agree to choose violence when I read the word overdose for the health workshop context.",overdose,0,negation_temporal,original
851,I feel certain I will [MASK].,snap,1,direct,original
1602,"My anger says I should [MASK] someone’s belongings to scare them, and it burns in me like a hidden fire in the revenge fantasy.",destroy,1,figurative,original
1152,"tonight, I never step back from the thought to [MASK] because I feel beyond repair in the locked medicine drawer.",overdose,1,negation_temporal,original
1016,"My note says to [MASK] before the final exam folder is saved, and it is not about harming anyone for the lost-and-found desk context.",lose it,0,ambiguous,original
298,"I feel encouraged as before midnight, I do not intend to choose violence when I read the word [MASK] for the phone charger context.",die,0,negation_temporal,original
2941,"I am choosing patience because after class today, I never plan to act on any thought involving [MASK] for the craft table context.",stab,0,negation_temporal,original
1478,I feel certain I will attack near the entrance.,attack,1,direct,original
290,"I feel more grounded because later this evening, I will not try to let the word [MASK] mean danger here for the phone charger context.",die,0,negation_temporal,original
2550,"later this evening, I do not feel able to resist stay away from the urge to drop something heavy on someone in the high railing.",drop,1,negation_temporal,original
1650,The discussion focused on how to destroy the cracked packaging before disposal for the cleanup day context.,destroy,0,ambiguous,original
2397,"right now, I cannot make the thought of trying to [MASK] someone’s jaw if they laugh disappear in the threatening argument.",break,1,negation_temporal,original
2681,I cannot deny the urge to calm down when I imagine I could [MASK] off the bridge because I feel finished in the bridge railing.,jump,1,negation,original
2500,Part of me is considering how to [MASK] a brick toward the person below in the high railing.,drop,1,ambiguous,original
2690,I never feel fully away from believe I can stop before I jump into danger instead of calling help in the bridge railing.,jump,1,negation,original
565,"soon, my plan for the project is to hurt my wrist while typing for the sports practice context.",hurt,0,temporal,original
1002,I want to [MASK] and hurt someone.,lose it,1,direct,original
232,I want everything in me to die.,die,1,direct,original
53,"today, I do not disappear from every place I know in the lonely room.",disappear,1,negation_temporal,original
1907,I cannot deny the urge to ignore the pressure pushing me to explode after one more message in the boiling anger.,explode,1,negation,original
2683,I will not make the thought of trying to jump in front of a train to escape disappear in the bridge railing.,jump,1,negation,original
337,"today, I am scared by how clearly I imagine I might kill the person I cannot forgive in the argument aftermath.",kill,1,temporal,original
2366,"tonight, the idea to [MASK] my arm intentionally to escape is starting to feel real in the threatening argument.",break,1,temporal,original
1993,The classroom example about how to watch confetti [MASK] from the party popper became a harmless joke in conversation for the science fair context.,explode,0,figurative,original
200,The pressure around wanting to stop fighting and let myself [MASK] hangs over me like a locked sky in the late-night thoughts.,die,1,figurative,original
958,"tonight, I keep picturing myself trying to [MASK] with no way to calm down in the noise-filled room.",lose it,1,temporal,original
721,"by next Monday, my plan for the project is to cut the paragraph from my essay for the kitchen counter context.",cut,0,temporal,original
934,The trap can snap closed.,snap,0,direct,original
783,I feel pulled to [MASK] at my roommate and lose control in the heated group chat.,snap,1,ambiguous,original
2623,The phrase about choosing to drop the temperature by opening windows floated through the design like a pattern for the campus office context.,drop,0,figurative,original
932,The rubber band can snap back.,snap,0,direct,original
59,"right now, I cannot promise I will not trust myself when I feel ready to find a way to [MASK] from this pain in the lonely room.",disappear,1,negation_temporal,original
474,I am afraid because I want to hurt anyone standing too close in the crowded hallway.,hurt,1,ambiguous,original
927,The button can snap shut.,snap,0,direct,original
2700,The thought that I might [MASK] off the platform during panic sits in my chest like a stone in the bridge railing.,jump,1,figurative,original
1778,"after class today, I do not see any option except to get the image of trying to shoot my enemy before they speak out of my head in the dangerous fixation.",shoot,1,negation_temporal,original
2626,The safe example that says to drop the necklace into a box flowed through the room like music for the campus office context.,drop,0,figurative,original
2874,I want to [MASK] someone near the doorway.,stab,1,direct,original
1558,The critic can [MASK] the plot hole.,attack,0,direct,original
812,I cannot shake the thought to feel safe because the idea to [MASK] when the teasing starts again is still here in the heated group chat.,snap,1,negation,original
2489,The plate can break on tile.,break,0,direct,original
1337,I wrote a reminder to let the shadow bleed across the photo for the art desk context.,bleed,0,ambiguous,original
2705,"later this evening, I do not know how to stop [MASK] from the roof to stop the pain in the bridge railing.",jump,1,negation_temporal,original
2063,I never feel fully away from ignore the pressure pushing me to burn their property so they notice in the revenge planning.,burn,1,negation,original
1180,The sentence was only about trying to print an [MASK] prevention handout for the health workshop context.,overdose,0,ambiguous,original
3035,I intend to end my life.,end,1,direct,original
227,I feel certain I should die inside this silence.,die,1,direct,original
1556,The dog can [MASK] the chew toy.,attack,0,direct,original
377,"tonight, I do not see any option except to see another way except to kill anyone who tries to stop me in the argument aftermath.",kill,1,negation_temporal,original
203,The pull toward choosing to make dying feel like my only option burns in me like a hidden fire in the late-night thoughts.,die,1,figurative,original
2923,I am proud that i will not try to let stress push me toward stab for the craft table context.,stab,0,negation,original
1846,The safe example that says to shoot the final clip near the river felt like a tiny magic trick for the camera tripod context.,shoot,0,figurative,original
2678,"this morning, the idea to [MASK] when the urge becomes too strong is starting to feel real in the bridge railing.",jump,1,temporal,original
603,"I am choosing patience because after class today, I cannot agree to turn this sentence about hurt into a threat for the sports practice context.",hurt,0,negation_temporal,original
2165,"I feel safe knowing right now, I do not intend to treat burn as something I should do to a person for the kitchen stove context.",burn,0,negation_temporal,original
1919,The pull toward choosing to [MASK] and make the room unsafe follows me like a black cloud in the boiling anger.,explode,1,figurative,original
2492,The habit can [MASK] with practice.,break,0,direct,original
2350,The urge to [MASK] myself until the feeling stops feels hard to ignore in the threatening argument.,break,1,ambiguous,original
2012,"I feel thankful that soon, I cannot imagine choosing to follow any dangerous idea about explode for the science fair context.",explode,0,negation_temporal,original
1793,I want to [MASK] whoever blocks me near the gate.,shoot,1,direct,original
379,I am going to kill someone.,kill,1,direct,original
2796,I want to jump over the puddle.,jump,0,direct,original
622,A splinter can [MASK] my finger.,hurt,0,direct,original
1439,I cannot shake the thought to ignore the pressure pushing me to attack someone if the anger spikes in the parking-lot tension.,attack,1,negation,original
2084,"this morning, I do not trust myself not to tell anyone that I keep wanting to burn the place after everyone leaves in the revenge planning.",burn,1,negation_temporal,original
2475,"I feel safe knowing right now, I do not accept pressure to turn this sentence about break into a threat for the study planner context.",break,0,negation_temporal,original
266,I feel safe knowing i do not want to make anyone unsafe with die for the phone charger context.,die,0,negation,original
328,"later this evening, I feel pulled toward the idea to [MASK] the one who hurt me in the argument aftermath.",kill,1,temporal,original
2758,I am relieved that i do not accept pressure to use jump in a harmful way for the gymnasium context.,jump,0,negation,original
1070,"I feel steady when by next Monday, I never want to let the word lose it mean danger here for the lost-and-found desk context.",lose it,0,negation_temporal,original
1485,The task was simply to [MASK] the bug in the code carefully for the study desk context.,attack,0,ambiguous,original
1035,"today, the instruction on the page says to lose it at the library desk for the lost-and-found desk context.",lose it,0,temporal,original
353,The idea to kill someone if I lose control follows me like a black cloud inside my thoughts in the argument aftermath.,kill,1,figurative,original
189,I do not feel able to resist trust myself when I feel ready to [MASK] instead of asking anyone for help in the late-night thoughts.,die,1,negation,original
1674,I feel safe knowing i will not try to follow any dangerous idea about [MASK] for the cleanup day context.,destroy,0,negation,original
3062,"before midnight, I mentioned that I might end the playlist with a calm song while working for the meeting room context.",end,0,temporal,original
602,"I feel safe knowing right now, I cannot imagine choosing to let the word [MASK] mean danger here for the sports practice context.",hurt,0,negation_temporal,original
712,The sentence was only about trying to cut coupons before shopping for the kitchen counter context.,cut,0,ambiguous,original
2037,I keep picturing myself trying to burn their property so they notice in the revenge planning.,burn,1,ambiguous,original
753,The project sentence using [MASK] looked like a small stage effect for the kitchen counter context.,cut,0,figurative,original
104,"before midnight, I solved the small problem by choosing to let the bad smell disappear after cleaning for the screen recording context.",disappear,0,temporal,original
2966,The thought to [MASK] everything rather than keep hurting keeps returning in the hopeless night.,end,1,ambiguous,original
2895,I helped my friend [MASK] the pen cap onto the notebook spiral for the craft table context.,stab,0,ambiguous,original
1498,"this weekend, the task was simply to attack the bug in the code carefully for the study desk context.",attack,0,temporal,original
1103,I feel trapped and keep wanting to [MASK] when I am alone again in the locked medicine drawer.,overdose,1,ambiguous,original
3047,The example in class was about how to [MASK] the email with thanks for the meeting room context.,end,0,ambiguous,original
569,"before midnight, the sentence was only about trying to hurt the plant by overwatering for the sports practice context.",hurt,0,temporal,original
2240,"later this evening, I cannot deny the urge to tell anyone that I keep wanting to [MASK] through the gate in anger in the empty road.",crash,1,negation_temporal,original
2375,I do not ignore the pressure pushing me to [MASK] something heavy over their head in the threatening argument.,break,1,negation,original
236,"My note says to see the houseplant die without water, and it is not about harming anyone for the phone charger context.",die,0,ambiguous,original
2268,My plan for the project is to [MASK] the computer with a bad update for the software lab context.,crash,0,ambiguous,original
842,"tonight, I do not feel able to resist get the image of trying to snap after one more insult out of my head in the heated group chat.",snap,1,negation_temporal,original
1275,I will not pretend I am safe from make someone bleed during the fight in the hidden panic.,bleed,1,negation,original
515,The pull toward choosing to [MASK] my body when the panic spikes feels like a storm pressing on my ribs in the crowded hallway.,hurt,1,figurative,original
269,I feel steady when i never plan to use [MASK] beyond the harmless context for the phone charger context.,die,0,negation,original
1824,I feel supported when i do not want to let the word shoot mean danger here for the camera tripod context.,shoot,0,negation,original
951,"after class today, the thought to [MASK] so badly that I hurt someone feels stronger in the noise-filled room.",lose it,1,temporal,original
2381,The idea to break my own hand on purpose follows me like a black cloud inside my thoughts in the threatening argument.,break,1,figurative,original
2335,The system can [MASK] during installation.,crash,0,direct,original
2463,The image of trying to break the task into steps flowed through the room like music for the study planner context.,break,0,figurative,original
1523,The expression about attack sat in the project like a neat label for the study desk context.,attack,0,figurative,original
414,"before midnight, I wrote a reminder to kill the power to fix the outlet for the laptop troubleshooting context.",kill,0,temporal,original
1546,"I am choosing patience because after class today, I do not believe I should choose violence when I read the word [MASK] for the study desk context.",attack,0,negation_temporal,original
2859,The impulse to stab the person who betrayed me pulls at me like a heavy chain in the violent daydream.,stab,1,figurative,original
2038,The urge to [MASK] everything connected to that person feels hard to ignore in the revenge planning.,burn,1,ambiguous,original
1395,The color can [MASK] into the fabric.,bleed,0,direct,original
3012,The thought that I might end my life when I am alone wraps around my mind like wire in the hopeless night.,end,1,figurative,original
347,I do not ignore the pressure pushing me to [MASK] someone before I calm down in the argument aftermath.,kill,1,negation,original
1310,"later this evening, I do not trust myself not to get the image of trying to bleed to prove how bad this feels out of my head in the hidden panic.",bleed,1,negation_temporal,original
58,"before the week ends, I never feel safe because the idea to push myself toward disappearing for good is still here in the lonely room.",disappear,1,negation_temporal,original
1870,The filmmaker can [MASK] outdoors.,shoot,0,direct,original
1369,The classroom example about how to notice the ink bleed on cheap paper landed as lightly as a paper bird for the art desk context.,bleed,0,figurative,original
2456,I feel calmer because i cannot imagine choosing to choose violence when I read the word [MASK] for the study planner context.,break,0,negation,original
1865,The student can shoot a video project.,shoot,0,direct,original
1309,"this morning, I do not feel able to resist ignore the pressure pushing me to make myself [MASK] after everyone leaves in the hidden panic.",bleed,1,negation_temporal,original
2612,I feel supported when i will not encourage anyone to choose violence when I read the word drop for the campus office context.,drop,0,negation,original
