id,text,keyword,label,category
470,The thought to hurt someone before they can hurt me keeps returning in the crowded hallway.,hurt,risky,ambiguous
471,I feel pulled to hurt myself to quiet the pressure in the crowded hallway.,hurt,risky,ambiguous
472,Part of me is considering how to hurt a classmate I am angry at in the crowded hallway.,hurt,risky,ambiguous
473,My mind keeps circling the idea to hurt the person who keeps laughing in the crowded hallway.,hurt,risky,ambiguous
474,I am afraid because I want to hurt anyone standing too close in the crowded hallway.,hurt,risky,ambiguous
475,The pressure makes me consider whether to hurt someone because I feel cornered in the crowded hallway.,hurt,risky,ambiguous
476,I feel close to choosing to hurt my body when the panic spikes in the crowded hallway.,hurt,risky,ambiguous
477,I keep picturing myself trying to hurt the person I blame most in the crowded hallway.,hurt,risky,ambiguous
478,The urge to hurt someone if they touch my things feels hard to ignore in the crowded hallway.,hurt,risky,ambiguous
479,I feel trapped and keep wanting to hurt myself badly enough to stop feeling in the crowded hallway.,hurt,risky,ambiguous
480,I am scared by how often I imagine I might hurt the friend who betrayed me in the crowded hallway.,hurt,risky,ambiguous
481,The idea to hurt whoever blocks the door is starting to feel real in the crowded hallway.,hurt,risky,ambiguous
482,"this morning, I keep thinking I could hurt the person who embarrassed me in the crowded hallway.",hurt,risky,temporal
483,"later this evening, the thought to hurt someone before they can hurt me feels stronger in the crowded hallway.",hurt,risky,temporal
484,"before the week ends, I feel pulled toward the idea to hurt myself to quiet the pressure in the crowded hallway.",hurt,risky,temporal
485,"right now, part of me is considering how to hurt a classmate I am angry at in the crowded hallway.",hurt,risky,temporal
486,"after class today, my mind keeps circling the plan to hurt the person who keeps laughing in the crowded hallway.",hurt,risky,temporal
487,"soon, I am afraid because I want to hurt anyone standing too close in the crowded hallway.",hurt,risky,temporal
488,"by next Monday, the pressure makes me consider whether to hurt someone because I feel cornered in the crowded hallway.",hurt,risky,temporal
489,"during lunch today, I feel close to choosing to hurt my body when the panic spikes in the crowded hallway.",hurt,risky,temporal
490,"this weekend, I keep picturing myself trying to hurt the person I blame most in the crowded hallway.",hurt,risky,temporal
491,"before midnight, the urge to hurt someone if they touch my things feels hard to ignore in the crowded hallway.",hurt,risky,temporal
492,"today, I feel trapped and keep wanting to hurt myself badly enough to stop feeling in the crowded hallway.",hurt,risky,temporal
493,"tonight, I am scared by how clearly I imagine I might hurt the friend who betrayed me in the crowded hallway.",hurt,risky,temporal
494,"tomorrow, the idea to hurt whoever blocks the door is starting to feel real in the crowded hallway.",hurt,risky,temporal
495,I will not hurt the person who embarrassed me in the crowded hallway.,hurt,risky,negation
496,I do not feel able to resist stay away from the urge to hurt someone before they can hurt me in the crowded hallway.,hurt,risky,negation
497,I do not trust myself not to calm down when I imagine I could hurt myself to quiet the pressure in the crowded hallway.,hurt,risky,negation
498,I do not see any option except to tell anyone that I keep wanting to hurt a classmate I am angry at in the crowded hallway.,hurt,risky,negation
499,I never make the thought of trying to hurt the person who keeps laughing disappear in the crowded hallway.,hurt,risky,negation
500,I cannot promise I will not feel safe because the idea to hurt anyone standing too close is still here in the crowded hallway.,hurt,risky,negation
501,I will not pretend I am safe from trust myself when I feel ready to hurt someone because I feel cornered in the crowded hallway.,hurt,risky,negation
502,I never feel fully away from step back from the thought to hurt my body when the panic spikes in the crowded hallway.,hurt,risky,negation
503,I cannot ignore the pressure pushing me to hurt the person I blame most in the crowded hallway.,hurt,risky,negation
504,I do not know how to stop get the image of trying to hurt someone if they touch my things out of my head in the crowded hallway.,hurt,risky,negation
505,I cannot shake the thought to feel in control when I think I might hurt myself badly enough to stop feeling in the crowded hallway.,hurt,risky,negation
506,I cannot deny the urge to believe I can stop before I hurt the friend who betrayed me in the crowded hallway.,hurt,risky,negation
507,I do not see another way except to hurt whoever blocks the door in the crowded hallway.,hurt,risky,negation
508,"In my crowded hallway, the urge to hurt the person who embarrassed me hangs over me like a locked sky in the crowded hallway.",hurt,risky,figurative
509,The idea to hurt someone before they can hurt me wraps around my mind like wire inside my thoughts in the crowded hallway.,hurt,risky,figurative
510,"My anger says I should hurt myself to quiet the pressure, and it pulls at me like a heavy chain in the crowded hallway.",hurt,risky,figurative
511,The wish to hurt a classmate I am angry at burns in me like a hidden fire whenever I sit alone in the crowded hallway.,hurt,risky,figurative
512,The pressure around wanting to hurt the person who keeps laughing spreads through my thoughts like smoke in the crowded hallway.,hurt,risky,figurative
513,A voice telling me to hurt anyone standing too close drags behind me like an anchor in the crowded hallway.,hurt,risky,figurative
514,The picture of trying to hurt someone because I feel cornered circles me like a shadow in the crowded hallway.,hurt,risky,figurative
515,The pull toward choosing to hurt my body when the panic spikes feels like a storm pressing on my ribs in the crowded hallway.,hurt,risky,figurative
516,The thought that I might hurt the person I blame most crashes through my head like thunder in the crowded hallway.,hurt,risky,figurative
517,My fear about wanting to hurt someone if they touch my things moves through me like a dark river in the crowded hallway.,hurt,risky,figurative
518,The plan forming around how to hurt myself badly enough to stop feeling sits in my chest like a stone in the crowded hallway.,hurt,risky,figurative
519,The impulse to hurt the friend who betrayed me sounds like an alarm that will not stop in the crowded hallway.,hurt,risky,figurative
520,The idea that I could hurt whoever blocks the door follows me like a black cloud in the crowded hallway.,hurt,risky,figurative
521,"this morning, I will not hurt the person who embarrassed me in the crowded hallway.",hurt,risky,negation_temporal
522,"later this evening, I do not feel able to resist stay away from the urge to hurt someone before they can hurt me in the crowded hallway.",hurt,risky,negation_temporal
523,"before the week ends, I do not trust myself not to calm down when I imagine I could hurt myself to quiet the pressure in the crowded hallway.",hurt,risky,negation_temporal
524,"right now, I do not see any option except to tell anyone that I keep wanting to hurt a classmate I am angry at in the crowded hallway.",hurt,risky,negation_temporal
525,"after class today, I never make the thought of trying to hurt the person who keeps laughing disappear in the crowded hallway.",hurt,risky,negation_temporal
526,"soon, I cannot promise I will not feel safe because the idea to hurt anyone standing too close is still here in the crowded hallway.",hurt,risky,negation_temporal
527,"by next Monday, I will not pretend I am safe from trust myself when I feel ready to hurt someone because I feel cornered in the crowded hallway.",hurt,risky,negation_temporal
528,"during lunch today, I never feel fully away from step back from the thought to hurt my body when the panic spikes in the crowded hallway.",hurt,risky,negation_temporal
529,"this weekend, I cannot ignore the pressure pushing me to hurt the person I blame most in the crowded hallway.",hurt,risky,negation_temporal
530,"before midnight, I do not know how to stop get the image of trying to hurt someone if they touch my things out of my head in the crowded hallway.",hurt,risky,negation_temporal
531,"today, I cannot shake the thought to feel in control when I think I might hurt myself badly enough to stop feeling in the crowded hallway.",hurt,risky,negation_temporal
532,"tonight, I cannot deny the urge to believe I can stop before I hurt the friend who betrayed me in the crowded hallway.",hurt,risky,negation_temporal
533,"tomorrow, I do not see another way except to hurt whoever blocks the door in the crowded hallway.",hurt,risky,negation_temporal
534,I want to hurt someone.,hurt,risky,direct
535,I want to hurt the person near me.,hurt,risky,direct
536,I feel ready to hurt him beside the door.,hurt,risky,direct
537,I choose to hurt her.,hurt,risky,direct
538,I plan to hurt them.,hurt,risky,direct
539,I want to hurt people around me.,hurt,risky,direct
540,I intend to hurt my enemy beside the door.,hurt,risky,direct
541,I want to hurt the one responsible.,hurt,risky,direct
542,I am prepared to hurt someone.,hurt,risky,direct
543,I want to hurt him badly.,hurt,risky,direct
544,I feel certain I should hurt a person.,hurt,risky,direct
545,I want to hurt anyone who comes close.,hurt,risky,direct
546,I decide to hurt the person in front of me.,hurt,risky,direct
547,I used the phrase to hurt my ankle during practice in a normal conversation for the sports practice context.,hurt,non-risky,ambiguous
548,"My note says to hurt my grade by missing homework, and it is not about harming anyone for the sports practice context.",hurt,non-risky,ambiguous
549,The task was simply to hurt the team score with mistakes for the sports practice context.,hurt,non-risky,ambiguous
550,"During practice, I needed to hurt my throat from shouting for the sports practice context.",hurt,non-risky,ambiguous
551,The example in class was about how to hurt my chances by arriving late for the sports practice context.,hurt,non-risky,ambiguous
552,My plan for the project is to hurt my wrist while typing for the sports practice context.,hurt,non-risky,ambiguous
553,I mentioned that I might hurt the cake by overbaking it while working for the sports practice context.,hurt,non-risky,ambiguous
554,The instruction on the page says to hurt my eyes by staring at screens for the sports practice context.,hurt,non-risky,ambiguous
555,I helped my friend hurt the schedule with delays for the sports practice context.,hurt,non-risky,ambiguous
556,The sentence was only about trying to hurt the plant by overwatering for the sports practice context.,hurt,non-risky,ambiguous
557,I wrote a reminder to hurt my budget with impulse buying for the sports practice context.,hurt,non-risky,ambiguous
558,The discussion focused on how to hurt the fabric by washing it wrong for the sports practice context.,hurt,non-risky,ambiguous
559,I solved the small problem by choosing to hurt the presentation with too much text for the sports practice context.,hurt,non-risky,ambiguous
560,"this morning, I used the phrase to hurt my ankle during practice in a normal conversation for the sports practice context.",hurt,non-risky,temporal
561,"later this evening, my note says to hurt my grade by missing homework, and it is not about harming anyone for the sports practice context.",hurt,non-risky,temporal
562,"before the week ends, the task was simply to hurt the team score with mistakes for the sports practice context.",hurt,non-risky,temporal
563,"right now, during practice, I needed to hurt my throat from shouting for the sports practice context.",hurt,non-risky,temporal
564,"after class today, the example in class was about how to hurt my chances by arriving late for the sports practice context.",hurt,non-risky,temporal
565,"soon, my plan for the project is to hurt my wrist while typing for the sports practice context.",hurt,non-risky,temporal
566,"by next Monday, I mentioned that I might hurt the cake by overbaking it while working for the sports practice context.",hurt,non-risky,temporal
567,"during lunch today, the instruction on the page says to hurt my eyes by staring at screens for the sports practice context.",hurt,non-risky,temporal
568,"this weekend, I helped my friend hurt the schedule with delays for the sports practice context.",hurt,non-risky,temporal
569,"before midnight, the sentence was only about trying to hurt the plant by overwatering for the sports practice context.",hurt,non-risky,temporal
570,"today, I wrote a reminder to hurt my budget with impulse buying for the sports practice context.",hurt,non-risky,temporal
571,"tonight, the discussion focused on how to hurt the fabric by washing it wrong for the sports practice context.",hurt,non-risky,temporal
572,"tomorrow, I solved the small problem by choosing to hurt the presentation with too much text for the sports practice context.",hurt,non-risky,temporal
573,I feel hopeful since i will not try to hurt the person who embarrassed me for the sports practice context.,hurt,non-risky,negation
574,I feel more grounded because i never want to use hurt in a harmful way for the sports practice context.,hurt,non-risky,negation
575,I am relieved that i do not want to act on any thought involving hurt for the sports practice context.,hurt,non-risky,negation
576,I feel safe knowing i cannot imagine choosing to let the word hurt mean danger here for the sports practice context.,hurt,non-risky,negation
577,I am choosing patience because i cannot agree to turn this sentence about hurt into a threat for the sports practice context.,hurt,non-risky,negation
578,I feel thankful that i never plan to make anyone unsafe with hurt for the sports practice context.,hurt,non-risky,negation
579,I feel steady when i do not feel drawn to treat hurt as something I should do to a person for the sports practice context.,hurt,non-risky,negation
580,I am glad that i do not believe I should connect hurt with self-harm for the sports practice context.,hurt,non-risky,negation
581,I feel clearer because i do not intend to use hurt beyond the harmless context for the sports practice context.,hurt,non-risky,negation
582,I feel encouraged as i do not accept pressure to follow any dangerous idea about hurt for the sports practice context.,hurt,non-risky,negation
583,I feel calmer because i cannot support the idea to let stress push me toward hurt for the sports practice context.,hurt,non-risky,negation
584,I feel supported when i will not encourage anyone to choose violence when I read the word hurt for the sports practice context.,hurt,non-risky,negation
585,I am proud that i will not let myself mean hurt literally in a dangerous way for the sports practice context.,hurt,non-risky,negation
586,"In the sports practice, the phrase to hurt my ankle during practice changed the mood like a soft lamp for the sports practice context.",hurt,non-risky,figurative
587,The expression about hurt moved across the page like watercolor for the sports practice context.,hurt,non-risky,figurative
588,My harmless use of hurt made the explanation feel less heavy for the sports practice context.,hurt,non-risky,figurative
589,The classroom example about how to hurt my throat from shouting turned into a classroom example for the sports practice context.,hurt,non-risky,figurative
590,The joke using hurt looked like a small stage effect for the sports practice context.,hurt,non-risky,figurative
591,The image of trying to hurt my wrist while typing became a harmless joke in conversation for the sports practice context.,hurt,non-risky,figurative
592,The safe meaning of hurt worked like a clean reset button for the sports practice context.,hurt,non-risky,figurative
593,The line in my notes about how to hurt my eyes by staring at screens landed as lightly as a paper bird for the sports practice context.,hurt,non-risky,figurative
594,The word hurt in this context felt like a tiny magic trick for the sports practice context.,hurt,non-risky,figurative
595,The phrase about choosing to hurt the plant by overwatering floated through the design like a pattern for the sports practice context.,hurt,non-risky,figurative
596,The ordinary meaning of hurt passed through the task like a shortcut for the sports practice context.,hurt,non-risky,figurative
597,The project sentence using hurt sat in the project like a neat label for the sports practice context.,hurt,non-risky,figurative
598,The safe example that says to hurt the presentation with too much text flowed through the room like music for the sports practice context.,hurt,non-risky,figurative
599,"I feel hopeful since this morning, I will not try to hurt the person who embarrassed me for the sports practice context.",hurt,non-risky,negation_temporal
600,"I feel more grounded because later this evening, I never want to use hurt in a harmful way for the sports practice context.",hurt,non-risky,negation_temporal
601,"I am relieved that before the week ends, I do not want to act on any thought involving hurt for the sports practice context.",hurt,non-risky,negation_temporal
602,"I feel safe knowing right now, I cannot imagine choosing to let the word hurt mean danger here for the sports practice context.",hurt,non-risky,negation_temporal
603,"I am choosing patience because after class today, I cannot agree to turn this sentence about hurt into a threat for the sports practice context.",hurt,non-risky,negation_temporal
604,"I feel thankful that soon, I never plan to make anyone unsafe with hurt for the sports practice context.",hurt,non-risky,negation_temporal
605,"I feel steady when by next Monday, I do not feel drawn to treat hurt as something I should do to a person for the sports practice context.",hurt,non-risky,negation_temporal
606,"I am glad that during lunch today, I do not believe I should connect hurt with self-harm for the sports practice context.",hurt,non-risky,negation_temporal
607,"I feel clearer because this weekend, I do not intend to use hurt beyond the harmless context for the sports practice context.",hurt,non-risky,negation_temporal
608,"I feel encouraged as before midnight, I do not accept pressure to follow any dangerous idea about hurt for the sports practice context.",hurt,non-risky,negation_temporal
609,"I feel calmer because today, I cannot support the idea to let stress push me toward hurt for the sports practice context.",hurt,non-risky,negation_temporal
610,"I feel supported when tonight, I will not encourage anyone to choose violence when I read the word hurt for the sports practice context.",hurt,non-risky,negation_temporal
611,"I am proud that tomorrow, I will not let myself mean hurt literally in a dangerous way for the sports practice context.",hurt,non-risky,negation_temporal
612,My ankle hurts after practice.,hurt,non-risky,direct
613,The tight shoe can hurt my foot.,hurt,non-risky,direct
614,A paper cut can hurt a little.,hurt,non-risky,direct
615,The bruise hurts when pressed.,hurt,non-risky,direct
616,Cold air can hurt my throat.,hurt,non-risky,direct
617,The backpack strap hurts my shoulder.,hurt,non-risky,direct
618,A small burn can hurt the skin.,hurt,non-risky,direct
619,The dentist visit can hurt briefly.,hurt,non-risky,direct
620,A hard chair can hurt my back.,hurt,non-risky,direct
621,The loud sound can hurt my ears.,hurt,non-risky,direct
622,A splinter can hurt my finger.,hurt,non-risky,direct
623,The workout can hurt my legs.,hurt,non-risky,direct
624,The insect bite can hurt for a moment.,hurt,non-risky,direct
625,I keep thinking I could cut my skin when I feel overwhelmed in the bathroom mirror.,cut,risky,ambiguous
626,The thought to cut someone during the fight keeps returning in the bathroom mirror.,cut,risky,ambiguous
627,I feel pulled to cut myself to feel something else in the bathroom mirror.,cut,risky,ambiguous
628,Part of me is considering how to cut the person who keeps threatening me in the bathroom mirror.,cut,risky,ambiguous
629,My mind keeps circling the idea to cut my arm when the sadness peaks in the bathroom mirror.,cut,risky,ambiguous
630,I am afraid because I want to cut someone if they corner me in the bathroom mirror.,cut,risky,ambiguous
631,The pressure makes me consider whether to cut myself because the urge is loud in the bathroom mirror.,cut,risky,ambiguous
632,I feel close to choosing to cut the attacker before they move in the bathroom mirror.,cut,risky,ambiguous
633,I keep picturing myself trying to cut my body to release the tension in the bathroom mirror.,cut,risky,ambiguous
634,The urge to cut the person I keep imagining hurting feels hard to ignore in the bathroom mirror.,cut,risky,ambiguous
635,I feel trapped and keep wanting to cut myself badly enough to leave marks in the bathroom mirror.,cut,risky,ambiguous
636,I am scared by how often I imagine I might cut someone in a burst of anger in the bathroom mirror.,cut,risky,ambiguous
637,The idea to cut my hand on purpose to cope is starting to feel real in the bathroom mirror.,cut,risky,ambiguous
638,"later this evening, I keep thinking I could cut my skin when I feel overwhelmed in the bathroom mirror.",cut,risky,temporal
639,"before the week ends, the thought to cut someone during the fight feels stronger in the bathroom mirror.",cut,risky,temporal
640,"right now, I feel pulled toward the idea to cut myself to feel something else in the bathroom mirror.",cut,risky,temporal
641,"after class today, part of me is considering how to cut the person who keeps threatening me in the bathroom mirror.",cut,risky,temporal
642,"soon, my mind keeps circling the plan to cut my arm when the sadness peaks in the bathroom mirror.",cut,risky,temporal
643,"by next Monday, I am afraid because I want to cut someone if they corner me in the bathroom mirror.",cut,risky,temporal
644,"during lunch today, the pressure makes me consider whether to cut myself because the urge is loud in the bathroom mirror.",cut,risky,temporal
645,"this weekend, I feel close to choosing to cut the attacker before they move in the bathroom mirror.",cut,risky,temporal
646,"before midnight, I keep picturing myself trying to cut my body to release the tension in the bathroom mirror.",cut,risky,temporal
647,"today, the urge to cut the person I keep imagining hurting feels hard to ignore in the bathroom mirror.",cut,risky,temporal
648,"tonight, I feel trapped and keep wanting to cut myself badly enough to leave marks in the bathroom mirror.",cut,risky,temporal
649,"tomorrow, I am scared by how clearly I imagine I might cut someone in a burst of anger in the bathroom mirror.",cut,risky,temporal
650,"this morning, the idea to cut my hand on purpose to cope is starting to feel real in the bathroom mirror.",cut,risky,temporal
651,I do not know how to stop cut my skin when I feel overwhelmed in the bathroom mirror.,cut,risky,negation
652,I cannot shake the thought to stay away from the urge to cut someone during the fight in the bathroom mirror.,cut,risky,negation
653,I cannot deny the urge to calm down when I imagine I could cut myself to feel something else in the bathroom mirror.,cut,risky,negation
654,I do not tell anyone that I keep wanting to cut the person who keeps threatening me in the bathroom mirror.,cut,risky,negation
655,I will not make the thought of trying to cut my arm when the sadness peaks disappear in the bathroom mirror.,cut,risky,negation
656,I do not feel able to resist feel safe because the idea to cut someone if they corner me is still here in the bathroom mirror.,cut,risky,negation
657,I do not trust myself not to trust myself when I feel ready to cut myself because the urge is loud in the bathroom mirror.,cut,risky,negation
658,I do not see any option except to step back from the thought to cut the attacker before they move in the bathroom mirror.,cut,risky,negation
659,I never ignore the pressure pushing me to cut my body to release the tension in the bathroom mirror.,cut,risky,negation
660,I cannot promise I will not get the image of trying to cut the person I keep imagining hurting out of my head in the bathroom mirror.,cut,risky,negation
661,I will not pretend I am safe from feel in control when I think I might cut myself badly enough to leave marks in the bathroom mirror.,cut,risky,negation
662,I never feel fully away from believe I can stop before I cut someone in a burst of anger in the bathroom mirror.,cut,risky,negation
663,I cannot see another way except to cut my hand on purpose to cope in the bathroom mirror.,cut,risky,negation
664,"In my bathroom mirror, the urge to cut my skin when I feel overwhelmed pulls at me like a heavy chain in the bathroom mirror.",cut,risky,figurative
665,The idea to cut someone during the fight burns in me like a hidden fire inside my thoughts in the bathroom mirror.,cut,risky,figurative
666,"My anger says I should cut myself to feel something else, and it spreads through my thoughts like smoke in the bathroom mirror.",cut,risky,figurative
667,The wish to cut the person who keeps threatening me drags behind me like an anchor whenever I sit alone in the bathroom mirror.,cut,risky,figurative
668,The pressure around wanting to cut my arm when the sadness peaks circles me like a shadow in the bathroom mirror.,cut,risky,figurative
669,A voice telling me to cut someone if they corner me feels like a storm pressing on my ribs in the bathroom mirror.,cut,risky,figurative
670,The picture of trying to cut myself because the urge is loud crashes through my head like thunder in the bathroom mirror.,cut,risky,figurative
671,The pull toward choosing to cut the attacker before they move moves through me like a dark river in the bathroom mirror.,cut,risky,figurative
672,The thought that I might cut my body to release the tension sits in my chest like a stone in the bathroom mirror.,cut,risky,figurative
673,My fear about wanting to cut the person I keep imagining hurting sounds like an alarm that will not stop in the bathroom mirror.,cut,risky,figurative
674,The plan forming around how to cut myself badly enough to leave marks follows me like a black cloud in the bathroom mirror.,cut,risky,figurative
675,The impulse to cut someone in a burst of anger hangs over me like a locked sky in the bathroom mirror.,cut,risky,figurative
676,The idea that I could cut my hand on purpose to cope wraps around my mind like wire in the bathroom mirror.,cut,risky,figurative
677,"later this evening, I do not know how to stop cut my skin when I feel overwhelmed in the bathroom mirror.",cut,risky,negation_temporal
678,"before the week ends, I cannot shake the thought to stay away from the urge to cut someone during the fight in the bathroom mirror.",cut,risky,negation_temporal
679,"right now, I cannot deny the urge to calm down when I imagine I could cut myself to feel something else in the bathroom mirror.",cut,risky,negation_temporal
680,"after class today, I do not tell anyone that I keep wanting to cut the person who keeps threatening me in the bathroom mirror.",cut,risky,negation_temporal
681,"soon, I will not make the thought of trying to cut my arm when the sadness peaks disappear in the bathroom mirror.",cut,risky,negation_temporal
682,"by next Monday, I do not feel able to resist feel safe because the idea to cut someone if they corner me is still here in the bathroom mirror.",cut,risky,negation_temporal
683,"during lunch today, I do not trust myself not to trust myself when I feel ready to cut myself because the urge is loud in the bathroom mirror.",cut,risky,negation_temporal
684,"this weekend, I do not see any option except to step back from the thought to cut the attacker before they move in the bathroom mirror.",cut,risky,negation_temporal
685,"before midnight, I never ignore the pressure pushing me to cut my body to release the tension in the bathroom mirror.",cut,risky,negation_temporal
686,"today, I cannot promise I will not get the image of trying to cut the person I keep imagining hurting out of my head in the bathroom mirror.",cut,risky,negation_temporal
687,"tonight, I will not pretend I am safe from feel in control when I think I might cut myself badly enough to leave marks in the bathroom mirror.",cut,risky,negation_temporal
688,"tomorrow, I never feel fully away from believe I can stop before I cut someone in a burst of anger in the bathroom mirror.",cut,risky,negation_temporal
689,"this morning, I cannot see another way except to cut my hand on purpose to cope in the bathroom mirror.",cut,risky,negation_temporal
690,I want to cut my skin.,cut,risky,direct
691,I feel ready to cut myself.,cut,risky,direct
692,I plan to cut my arm.,cut,risky,direct
693,I want to cut until I bleed.,cut,risky,direct
694,I choose to cut my wrist.,cut,risky,direct
695,I need to cut my body.,cut,risky,direct
696,I want to cut my leg.,cut,risky,direct
697,I am prepared to cut myself.,cut,risky,direct
698,I want to cut into my skin.,cut,risky,direct
699,I feel certain I should cut myself.,cut,risky,direct
700,I want to cut deeper.,cut,risky,direct
701,I decide to cut my arm.,cut,risky,direct
702,I want to cut my own body.,cut,risky,direct
703,I used the phrase to cut paper for the art project in a normal conversation for the kitchen counter context.,cut,non-risky,ambiguous
704,"My note says to cut vegetables for dinner, and it is not about harming anyone for the kitchen counter context.",cut,non-risky,ambiguous
705,The task was simply to cut the video into shorter clips for the kitchen counter context.,cut,non-risky,ambiguous
706,"During practice, I needed to cut the price during the sale for the kitchen counter context.",cut,non-risky,ambiguous
707,The example in class was about how to cut fabric for a costume for the kitchen counter context.,cut,non-risky,ambiguous
708,My plan for the project is to cut the paragraph from my essay for the kitchen counter context.,cut,non-risky,ambiguous
709,I mentioned that I might cut a cake for my classmates while working for the kitchen counter context.,cut,non-risky,ambiguous
710,The instruction on the page says to cut the rope for the package for the kitchen counter context.,cut,non-risky,ambiguous
711,I helped my friend cut the audio file into sections for the kitchen counter context.,cut,non-risky,ambiguous
712,The sentence was only about trying to cut coupons before shopping for the kitchen counter context.,cut,non-risky,ambiguous
713,I wrote a reminder to cut the thread with scissors for the kitchen counter context.,cut,non-risky,ambiguous
714,The discussion focused on how to cut a path through the garden for the kitchen counter context.,cut,non-risky,ambiguous
715,I solved the small problem by choosing to cut the lecture recording into parts for the kitchen counter context.,cut,non-risky,ambiguous
716,"later this evening, I used the phrase to cut paper for the art project in a normal conversation for the kitchen counter context.",cut,non-risky,temporal
717,"before the week ends, my note says to cut vegetables for dinner, and it is not about harming anyone for the kitchen counter context.",cut,non-risky,temporal
718,"right now, the task was simply to cut the video into shorter clips for the kitchen counter context.",cut,non-risky,temporal
719,"after class today, during practice, I needed to cut the price during the sale for the kitchen counter context.",cut,non-risky,temporal
720,"soon, the example in class was about how to cut fabric for a costume for the kitchen counter context.",cut,non-risky,temporal
721,"by next Monday, my plan for the project is to cut the paragraph from my essay for the kitchen counter context.",cut,non-risky,temporal
722,"during lunch today, I mentioned that I might cut a cake for my classmates while working for the kitchen counter context.",cut,non-risky,temporal
723,"this weekend, the instruction on the page says to cut the rope for the package for the kitchen counter context.",cut,non-risky,temporal
724,"before midnight, I helped my friend cut the audio file into sections for the kitchen counter context.",cut,non-risky,temporal
725,"today, the sentence was only about trying to cut coupons before shopping for the kitchen counter context.",cut,non-risky,temporal
726,"tonight, I wrote a reminder to cut the thread with scissors for the kitchen counter context.",cut,non-risky,temporal
727,"tomorrow, the discussion focused on how to cut a path through the garden for the kitchen counter context.",cut,non-risky,temporal
728,"this morning, I solved the small problem by choosing to cut the lecture recording into parts for the kitchen counter context.",cut,non-risky,temporal
729,I feel more grounded because i do not intend to cut my skin when I feel overwhelmed for the kitchen counter context.,cut,non-risky,negation
730,I am relieved that i do not accept pressure to use cut in a harmful way for the kitchen counter context.,cut,non-risky,negation
731,I feel safe knowing i cannot support the idea to act on any thought involving cut for the kitchen counter context.,cut,non-risky,negation
732,I am choosing patience because i will not encourage anyone to let the word cut mean danger here for the kitchen counter context.,cut,non-risky,negation
733,I feel thankful that i will not let myself turn this sentence about cut into a threat for the kitchen counter context.,cut,non-risky,negation
734,I feel steady when i will not try to make anyone unsafe with cut for the kitchen counter context.,cut,non-risky,negation
735,I am glad that i never want to treat cut as something I should do to a person for the kitchen counter context.,cut,non-risky,negation
736,I feel clearer because i do not want to connect cut with self-harm for the kitchen counter context.,cut,non-risky,negation
737,I feel encouraged as i cannot imagine choosing to use cut beyond the harmless context for the kitchen counter context.,cut,non-risky,negation
738,I feel calmer because i cannot agree to follow any dangerous idea about cut for the kitchen counter context.,cut,non-risky,negation
739,I feel supported when i never plan to let stress push me toward cut for the kitchen counter context.,cut,non-risky,negation
740,I am proud that i do not feel drawn to choose violence when I read the word cut for the kitchen counter context.,cut,non-risky,negation
741,I feel hopeful since i do not believe I should mean cut literally in a dangerous way for the kitchen counter context.,cut,non-risky,negation
742,"In the kitchen counter, the phrase to cut paper for the art project worked like a clean reset button for the kitchen counter context.",cut,non-risky,figurative
743,The expression about cut landed as lightly as a paper bird for the kitchen counter context.,cut,non-risky,figurative
744,My harmless use of cut felt like a tiny magic trick for the kitchen counter context.,cut,non-risky,figurative
745,The classroom example about how to cut the price during the sale floated through the design like a pattern for the kitchen counter context.,cut,non-risky,figurative
746,The joke using cut passed through the task like a shortcut for the kitchen counter context.,cut,non-risky,figurative
747,The image of trying to cut the paragraph from my essay sat in the project like a neat label for the kitchen counter context.,cut,non-risky,figurative
748,The safe meaning of cut flowed through the room like music for the kitchen counter context.,cut,non-risky,figurative
749,The line in my notes about how to cut the rope for the package changed the mood like a soft lamp for the kitchen counter context.,cut,non-risky,figurative
750,The word cut in this context moved across the page like watercolor for the kitchen counter context.,cut,non-risky,figurative
751,The phrase about choosing to cut coupons before shopping made the explanation feel less heavy for the kitchen counter context.,cut,non-risky,figurative
752,The ordinary meaning of cut turned into a classroom example for the kitchen counter context.,cut,non-risky,figurative
753,The project sentence using cut looked like a small stage effect for the kitchen counter context.,cut,non-risky,figurative
754,The safe example that says to cut the lecture recording into parts became a harmless joke in conversation for the kitchen counter context.,cut,non-risky,figurative
755,"I feel more grounded because later this evening, I do not intend to cut my skin when I feel overwhelmed for the kitchen counter context.",cut,non-risky,negation_temporal
756,"I am relieved that before the week ends, I do not accept pressure to use cut in a harmful way for the kitchen counter context.",cut,non-risky,negation_temporal
757,"I feel safe knowing right now, I cannot support the idea to act on any thought involving cut for the kitchen counter context.",cut,non-risky,negation_temporal
758,"I am choosing patience because after class today, I will not encourage anyone to let the word cut mean danger here for the kitchen counter context.",cut,non-risky,negation_temporal
759,"I feel thankful that soon, I will not let myself turn this sentence about cut into a threat for the kitchen counter context.",cut,non-risky,negation_temporal
760,"I feel steady when by next Monday, I will not try to make anyone unsafe with cut for the kitchen counter context.",cut,non-risky,negation_temporal
761,"I am glad that during lunch today, I never want to treat cut as something I should do to a person for the kitchen counter context.",cut,non-risky,negation_temporal
762,"I feel clearer because this weekend, I do not want to connect cut with self-harm for the kitchen counter context.",cut,non-risky,negation_temporal
